"EG15_001 [C:\TUFLOW\working\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_001.tcf]","Time(h)","Entry LC FC01.1_R [EG15_001]","Additional LC FC01.1_R [EG15_001]","Exit LC FC01.1_R [EG15_001]","Entry LC FC01.2_R [EG15_001]","Additional LC FC01.2_R [EG15_001]","Exit LC FC01.2_R [EG15_001]","Entry LC FC04.1_C [EG15_001]","Additional LC FC04.1_C [EG15_001]","Exit LC FC04.1_C [EG15_001]","Entry LC Pipe0 [EG15_001]","Additional LC Pipe0 [EG15_001]","Exit LC Pipe0 [EG15_001]","Entry LC Pipe1 [EG15_001]","Additional LC Pipe1 [EG15_001]","Exit LC Pipe1 [EG15_001]","Entry LC Pipe10 [EG15_001]","Additional LC Pipe10 [EG15_001]","Exit LC Pipe10 [EG15_001]","Entry LC Pipe11 [EG15_001]","Additional LC Pipe11 [EG15_001]","Exit LC Pipe11 [EG15_001]","Entry LC Pipe12 [EG15_001]","Additional LC Pipe12 [EG15_001]","Exit LC Pipe12 [EG15_001]","Entry LC Pipe13 [EG15_001]","Additional LC Pipe13 [EG15_001]","Exit LC Pipe13 [EG15_001]","Entry LC Pipe14 [EG15_001]","Additional LC Pipe14 [EG15_001]","Exit LC Pipe14 [EG15_001]","Entry LC Pipe15 [EG15_001]","Additional LC Pipe15 [EG15_001]","Exit LC Pipe15 [EG15_001]","Entry LC Pipe16 [EG15_001]","Additional LC Pipe16 [EG15_001]","Exit LC Pipe16 [EG15_001]","Entry LC Pipe17 [EG15_001]","Additional LC Pipe17 [EG15_001]","Exit LC Pipe17 [EG15_001]","Entry LC Pipe19 [EG15_001]","Additional LC Pipe19 [EG15_001]","Exit LC Pipe19 [EG15_001]","Entry LC Pipe2 [EG15_001]","Additional LC Pipe2 [EG15_001]","Exit LC Pipe2 [EG15_001]","Entry LC Pipe3 [EG15_001]","Additional LC Pipe3 [EG15_001]","Exit LC Pipe3 [EG15_001]","Entry LC Pipe4 [EG15_001]","Additional LC Pipe4 [EG15_001]","Exit LC Pipe4 [EG15_001]","Entry LC Pipe5 [EG15_001]","Additional LC Pipe5 [EG15_001]","Exit LC Pipe5 [EG15_001]","Entry LC Pipe6 [EG15_001]","Additional LC Pipe6 [EG15_001]","Exit LC Pipe6 [EG15_001]","Entry LC Pipe7 [EG15_001]","Additional LC Pipe7 [EG15_001]","Exit LC Pipe7 [EG15_001]","Entry LC Pipe8 [EG15_001]","Additional LC Pipe8 [EG15_001]","Exit LC Pipe8 [EG15_001]","Entry LC Pipe9 [EG15_001]","Additional LC Pipe9 [EG15_001]","Exit LC Pipe9 [EG15_001]","LC Pit1 [EG15_001]","LC Pit10 [EG15_001]","LC Pit11 [EG15_001]","LC Pit12 [EG15_001]","LC Pit13 [EG15_001]","LC Pit14 [EG15_001]","LC Pit15 [EG15_001]","LC Pit16 [EG15_001]","LC Pit17 [EG15_001]","LC Pit18 [EG15_001]","LC Pit19 [EG15_001]","LC Pit2 [EG15_001]","LC Pit3 [EG15_001]","LC Pit4 [EG15_001]","LC Pit5 [EG15_001]","LC Pit6 [EG15_001]","LC Pit7 [EG15_001]","LC Pit8 [EG15_001]","LC Pit9 [EG15_001]"
     136,          2.250000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     137,          2.266667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     138,          2.283334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     139,          2.300000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     140,          2.316667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     141,          2.333333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     142,          2.350000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     143,          2.366667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     144,          2.383333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     145,          2.400000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     146,          2.416667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     147,          2.433333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     148,          2.450000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     149,          2.466667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     150,          2.483333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     151,          2.500000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     152,          2.516667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     153,          2.533334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     154,          2.550000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     155,          2.566667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     156,          2.583333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     157,          2.600000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     158,          2.616667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     159,          2.633333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     160,          2.650000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     161,          2.666667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     162,          2.683333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     163,          2.700000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     164,          2.716667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     165,          2.733334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     166,          2.750000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     167,          2.766667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     168,          2.783334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     169,          2.800000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     170,          2.816667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
